Stats,,,,,,,,,
Total Exited,2037,,,,,,,,
Total Records,10000,,,,,,,,
exit ratio,20.40%,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,RowNumber,Exited,Probability,Total Select,Total Select Percent,Random Select,Random Select,Model Select,Model Select Percent
,5972,0,0.088471156,7552,0.7552,1538.3424,0.7552,1863,91.50%
,2618,1,0.088469169,7553,0.7553,1538.5461,0.7553,1864,91.50%
,1537,0,0.088451768,7554,0.7554,1538.7498,0.7554,1864,91.50%
,1341,1,0.088451648,7555,0.7555,1538.9535,0.7555,1865,91.60%
,8977,0,0.08843347,7556,0.7556,1539.1572,0.7556,1865,91.60%
,6048,0,0.088411039,7557,0.7557,1539.3609,0.7557,1865,91.60%
,1208,0,0.088410888,7558,0.7558,1539.5646,0.7558,1865,91.60%
,1894,0,0.08838861,7559,0.7559,1539.7683,0.7559,1865,91.60%
,7020,0,0.088351833,7560,0.756,1539.972,0.756,1865,91.60%
,3944,0,0.088321013,7561,0.7561,1540.1757,0.7561,1865,91.60%
,3175,0,0.088320723,7562,0.7562,1540.3794,0.7562,1865,91.60%
,954,0,0.088301329,7563,0.7563,1540.5831,0.7563,1865,91.60%
,4158,0,0.08829928,7564,0.7564,1540.7868,0.7564,1865,91.60%
,6536,0,0.08829331,7565,0.7565,1540.9905,0.7565,1865,91.60%
,5537,0,0.088281642,7566,0.7566,1541.1942,0.7566,1865,91.60%
,6491,0,0.088258342,7567,0.7567,1541.3979,0.7567,1865,91.60%
,4069,0,0.088253549,7568,0.7568,1541.6016,0.7568,1865,91.60%
,3483,0,0.088239497,7569,0.7569,1541.8053,0.7569,1865,91.60%
,1816,0,0.088238231,7570,0.757,1542.009,0.757,1865,91.60%
,68,0,0.088170954,7571,0.7571,1542.2127,0.7571,1865,91.60%
,1095,0,0.088169668,7572,0.7572,1542.4164,0.7572,1865,91.60%
,1906,0,0.088153729,7573,0.7573,1542.6201,0.7573,1865,91.60%
,3810,0,0.088150302,7574,0.7574,1542.8238,0.7574,1865,91.60%
,1075,0,0.088101617,7575,0.7575,1543.0275,0.7575,1865,91.60%
,7383,0,0.088092402,7576,0.7576,1543.2312,0.7576,1865,91.60%
,1465,0,0.088068012,7577,0.7577,1543.4349,0.7577,1865,91.60%
,2027,0,0.088054895,7578,0.7578,1543.6386,0.7578,1865,91.60%
,4577,0,0.08801242,7579,0.7579,1543.8423,0.7579,1865,91.60%
,2883,0,0.087981085,7580,0.758,1544.046,0.758,1865,91.60%
,6721,0,0.087957748,7581,0.7581,1544.2497,0.7581,1865,91.60%
,8306,1,0.087939868,7582,0.7582,1544.4534,0.7582,1866,91.60%
,7067,0,0.08793185,7583,0.7583,1544.6571,0.7583,1866,91.60%
,5780,1,0.087928733,7584,0.7584,1544.8608,0.7584,1867,91.70%
,3265,0,0.087871827,7585,0.7585,1545.0645,0.7585,1867,91.70%
,4477,0,0.087871772,7586,0.7586,1545.2682,0.7586,1867,91.70%
,3909,0,0.087868258,7587,0.7587,1545.4719,0.7587,1867,91.70%
,4650,0,0.08784657,7588,0.7588,1545.6756,0.7588,1867,91.70%
,5589,0,0.087840092,7589,0.7589,1545.8793,0.7589,1867,91.70%
,9703,0,0.087836193,7590,0.759,1546.083,0.759,1867,91.70%
,7242,0,0.087748745,7591,0.7591,1546.2867,0.7591,1867,91.70%
,1923,1,0.08772667,7592,0.7592,1546.4904,0.7592,1868,91.70%
,8871,1,0.087705842,7593,0.7593,1546.6941,0.7593,1869,91.80%
,5293,0,0.087692765,7594,0.7594,1546.8978,0.7594,1869,91.80%
,8720,0,0.087664915,7595,0.7595,1547.1015,0.7595,1869,91.80%
,1076,0,0.087631688,7596,0.7596,1547.3052,0.7596,1869,91.80%
,4794,0,0.087591237,7597,0.7597,1547.5089,0.7597,1869,91.80%
,7045,0,0.087561111,7598,0.7598,1547.7126,0.7598,1869,91.80%
,1953,0,0.087553332,7599,0.7599,1547.9163,0.7599,1869,91.80%
,4819,0,0.087536136,7600,0.76,1548.12,0.76,1869,91.80%
,8005,0,0.087518467,7601,0.7601,1548.3237,0.7601,1869,91.80%
,2519,1,0.087475585,7602,0.7602,1548.5274,0.7602,1870,91.80%
,9587,0,0.087456835,7603,0.7603,1548.7311,0.7603,1870,91.80%
,3875,0,0.087456768,7604,0.7604,1548.9348,0.7604,1870,91.80%
,76,0,0.087426781,7605,0.7605,1549.1385,0.7605,1870,91.80%
,6447,0,0.087423671,7606,0.7606,1549.3422,0.7606,1870,91.80%
,4723,0,0.087417986,7607,0.7607,1549.5459,0.7607,1870,91.80%
,6773,0,0.087403328,7608,0.7608,1549.7496,0.7608,1870,91.80%
,4929,0,0.087330939,7609,0.7609,1549.9533,0.7609,1870,91.80%
,3730,0,0.087328429,7610,0.761,1550.157,0.761,1870,91.80%
,5554,0,0.08726162,7611,0.7611,1550.3607,0.7611,1870,91.80%
,3409,0,0.087254592,7612,0.7612,1550.5644,0.7612,1870,91.80%
,3488,0,0.087235311,7613,0.7613,1550.7681,0.7613,1870,91.80%
,2780,0,0.087185867,7614,0.7614,1550.9718,0.7614,1870,91.80%
,2159,0,0.087172793,7615,0.7615,1551.1755,0.7615,1870,91.80%
,5632,0,0.087167551,7616,0.7616,1551.3792,0.7616,1870,91.80%
,6648,0,0.087122921,7617,0.7617,1551.5829,0.7617,1870,91.80%
,6548,0,0.08712245,7618,0.7618,1551.7866,0.7618,1870,91.80%
,46,0,0.08710483,7619,0.7619,1551.9903,0.7619,1870,91.80%
,2147,0,0.087074769,7620,0.762,1552.194,0.762,1870,91.80%
,7506,0,0.087004133,7621,0.7621,1552.3977,0.7621,1870,91.80%
,8542,0,0.086980851,7622,0.7622,1552.6014,0.7622,1870,91.80%
,8444,0,0.086963227,7623,0.7623,1552.8051,0.7623,1870,91.80%
,3117,0,0.086929092,7624,0.7624,1553.0088,0.7624,1870,91.80%
,267,0,0.086888571,7625,0.7625,1553.2125,0.7625,1870,91.80%
,4666,0,0.086771879,7626,0.7626,1553.4162,0.7626,1870,91.80%
,9920,0,0.086751596,7627,0.7627,1553.6199,0.7627,1870,91.80%
,4610,0,0.086738896,7628,0.7628,1553.8236,0.7628,1870,91.80%
,7855,0,0.086720796,7629,0.7629,1554.0273,0.7629,1870,91.80%
,1616,0,0.086715863,7630,0.763,1554.231,0.763,1870,91.80%
,184,0,0.086633545,7631,0.7631,1554.4347,0.7631,1870,91.80%
,9250,0,0.08662059,7632,0.7632,1554.6384,0.7632,1870,91.80%
,1921,0,0.086595419,7633,0.7633,1554.8421,0.7633,1870,91.80%
,5,0,0.08659289,7634,0.7634,1555.0458,0.7634,1870,91.80%
,9548,0,0.086584897,7635,0.7635,1555.2495,0.7635,1870,91.80%
,6588,0,0.086578248,7636,0.7636,1555.4532,0.7636,1870,91.80%
,7740,0,0.086510937,7637,0.7637,1555.6569,0.7637,1870,91.80%
,4614,0,0.086503367,7638,0.7638,1555.8606,0.7638,1870,91.80%
,6614,0,0.0864245,7639,0.7639,1556.0643,0.7639,1870,91.80%
,3927,0,0.086345335,7640,0.764,1556.268,0.764,1870,91.80%
,8401,0,0.086333025,7641,0.7641,1556.4717,0.7641,1870,91.80%
,4911,0,0.086314826,7642,0.7642,1556.6754,0.7642,1870,91.80%
,7261,0,0.086288671,7643,0.7643,1556.8791,0.7643,1870,91.80%
,4139,0,0.086252712,7644,0.7644,1557.0828,0.7644,1870,91.80%
,7395,0,0.086213379,7645,0.7645,1557.2865,0.7645,1870,91.80%
,4522,0,0.08620994,7646,0.7646,1557.4902,0.7646,1870,91.80%
,7590,0,0.086176875,7647,0.7647,1557.6939,0.7647,1870,91.80%
,9846,0,0.086144959,7648,0.7648,1557.8976,0.7648,1870,91.80%
,3085,0,0.086126458,7649,0.7649,1558.1013,0.7649,1870,91.80%
,8702,0,0.086113215,7650,0.765,1558.305,0.765,1870,91.80%
,1210,0,0.086111025,7651,0.7651,1558.5087,0.7651,1870,91.80%
,2617,0,0.086106465,7652,0.7652,1558.7124,0.7652,1870,91.80%
,3549,0,0.086092238,7653,0.7653,1558.9161,0.7653,1870,91.80%
,4065,1,0.086069221,7654,0.7654,1559.1198,0.7654,1871,91.90%
,8926,0,0.086003534,7655,0.7655,1559.3235,0.7655,1871,91.90%
,5494,0,0.085993516,7656,0.7656,1559.5272,0.7656,1871,91.90%
,9873,0,0.085959625,7657,0.7657,1559.7309,0.7657,1871,91.90%
,1149,0,0.085884912,7658,0.7658,1559.9346,0.7658,1871,91.90%
,3124,0,0.085880265,7659,0.7659,1560.1383,0.7659,1871,91.90%
,1472,0,0.085852027,7660,0.766,1560.342,0.766,1871,91.90%
,1143,0,0.085845281,7661,0.7661,1560.5457,0.7661,1871,91.90%
,8502,0,0.085821219,7662,0.7662,1560.7494,0.7662,1871,91.90%
,6994,0,0.085808549,7663,0.7663,1560.9531,0.7663,1871,91.90%
,2693,0,0.085728421,7664,0.7664,1561.1568,0.7664,1871,91.90%
,5348,1,0.085728339,7665,0.7665,1561.3605,0.7665,1872,91.90%
,4167,1,0.085702733,7666,0.7666,1561.5642,0.7666,1873,91.90%
,8855,0,0.085689358,7667,0.7667,1561.7679,0.7667,1873,91.90%
,8784,1,0.085687803,7668,0.7668,1561.9716,0.7668,1874,92.00%
,5663,0,0.085673362,7669,0.7669,1562.1753,0.7669,1874,92.00%
,8274,0,0.085658424,7670,0.767,1562.379,0.767,1874,92.00%
,5925,0,0.085632653,7671,0.7671,1562.5827,0.7671,1874,92.00%
,4636,0,0.08560477,7672,0.7672,1562.7864,0.7672,1874,92.00%
,8236,0,0.085594752,7673,0.7673,1562.9901,0.7673,1874,92.00%
,5179,0,0.085592241,7674,0.7674,1563.1938,0.7674,1874,92.00%
,9619,0,0.085563762,7675,0.7675,1563.3975,0.7675,1874,92.00%
,8363,0,0.085473367,7676,0.7676,1563.6012,0.7676,1874,92.00%
,7189,0,0.085444378,7677,0.7677,1563.8049,0.7677,1874,92.00%
,409,0,0.085405965,7678,0.7678,1564.0086,0.7678,1874,92.00%
,6308,0,0.085376982,7679,0.7679,1564.2123,0.7679,1874,92.00%
,5306,0,0.085322489,7680,0.768,1564.416,0.768,1874,92.00%
,9903,0,0.085305397,7681,0.7681,1564.6197,0.7681,1874,92.00%
,7747,0,0.085304205,7682,0.7682,1564.8234,0.7682,1874,92.00%
,9904,0,0.085294707,7683,0.7683,1565.0271,0.7683,1874,92.00%
,1765,0,0.085278866,7684,0.7684,1565.2308,0.7684,1874,92.00%
,6245,0,0.085250773,7685,0.7685,1565.4345,0.7685,1874,92.00%
,1793,0,0.085228444,7686,0.7686,1565.6382,0.7686,1874,92.00%
,7052,0,0.085161672,7687,0.7687,1565.8419,0.7687,1874,92.00%
,4121,0,0.085112011,7688,0.7688,1566.0456,0.7688,1874,92.00%
,9475,0,0.085102418,7689,0.7689,1566.2493,0.7689,1874,92.00%
,4938,0,0.085017171,7690,0.769,1566.453,0.769,1874,92.00%
,5550,0,0.084996967,7691,0.7691,1566.6567,0.7691,1874,92.00%
,8072,1,0.084988343,7692,0.7692,1566.8604,0.7692,1875,92.00%
,4455,1,0.084984374,7693,0.7693,1567.0641,0.7693,1876,92.10%
,264,0,0.084961594,7694,0.7694,1567.2678,0.7694,1876,92.10%
,5742,0,0.084940366,7695,0.7695,1567.4715,0.7695,1876,92.10%
,7860,0,0.084910416,7696,0.7696,1567.6752,0.7696,1876,92.10%
,5350,0,0.084858038,7697,0.7697,1567.8789,0.7697,1876,92.10%
,5195,0,0.08477509,7698,0.7698,1568.0826,0.7698,1876,92.10%
,5496,0,0.084683576,7699,0.7699,1568.2863,0.7699,1876,92.10%
,5325,0,0.084680606,7700,0.77,1568.49,0.77,1876,92.10%
,3656,0,0.084672896,7701,0.7701,1568.6937,0.7701,1876,92.10%
,4499,0,0.084532731,7702,0.7702,1568.8974,0.7702,1876,92.10%
,2676,0,0.084526491,7703,0.7703,1569.1011,0.7703,1876,92.10%
,7010,0,0.084499469,7704,0.7704,1569.3048,0.7704,1876,92.10%
,5849,0,0.084490943,7705,0.7705,1569.5085,0.7705,1876,92.10%
,593,0,0.084376659,7706,0.7706,1569.7122,0.7706,1876,92.10%
,4406,0,0.084376264,7707,0.7707,1569.9159,0.7707,1876,92.10%
,9872,0,0.084372473,7708,0.7708,1570.1196,0.7708,1876,92.10%
,3768,0,0.084355327,7709,0.7709,1570.3233,0.7709,1876,92.10%
,6469,0,0.084354248,7710,0.771,1570.527,0.771,1876,92.10%
,3356,0,0.084327061,7711,0.7711,1570.7307,0.7711,1876,92.10%
,7463,0,0.084260234,7712,0.7712,1570.9344,0.7712,1876,92.10%
,9979,0,0.084232224,7713,0.7713,1571.1381,0.7713,1876,92.10%
,6291,0,0.084182501,7714,0.7714,1571.3418,0.7714,1876,92.10%
,7077,0,0.084140771,7715,0.7715,1571.5455,0.7715,1876,92.10%
,2905,0,0.084080214,7716,0.7716,1571.7492,0.7716,1876,92.10%
,8181,0,0.084062289,7717,0.7717,1571.9529,0.7717,1876,92.10%
,3355,0,0.084058272,7718,0.7718,1572.1566,0.7718,1876,92.10%
,8056,0,0.084046973,7719,0.7719,1572.3603,0.7719,1876,92.10%
,3008,1,0.084009514,7720,0.772,1572.564,0.772,1877,92.10%
,6114,0,0.083980872,7721,0.7721,1572.7677,0.7721,1877,92.10%
,8819,0,0.08394499,7722,0.7722,1572.9714,0.7722,1877,92.10%
,2788,1,0.083879703,7723,0.7723,1573.1751,0.7723,1878,92.20%
,1178,0,0.083664606,7724,0.7724,1573.3788,0.7724,1878,92.20%
,9952,0,0.083658811,7725,0.7725,1573.5825,0.7725,1878,92.20%
,7922,0,0.083543688,7726,0.7726,1573.7862,0.7726,1878,92.20%
,5237,0,0.083502604,7727,0.7727,1573.9899,0.7727,1878,92.20%
,1757,0,0.083480207,7728,0.7728,1574.1936,0.7728,1878,92.20%
,8680,1,0.083463449,7729,0.7729,1574.3973,0.7729,1879,92.20%
,3929,0,0.083445283,7730,0.773,1574.601,0.773,1879,92.20%
,8441,0,0.083405515,7731,0.7731,1574.8047,0.7731,1879,92.20%
,8755,0,0.083382327,7732,0.7732,1575.0084,0.7732,1879,92.20%
,9215,1,0.083361915,7733,0.7733,1575.2121,0.7733,1880,92.30%
,2748,0,0.083296416,7734,0.7734,1575.4158,0.7734,1880,92.30%
,6096,0,0.083285176,7735,0.7735,1575.6195,0.7735,1880,92.30%
,1241,0,0.083259621,7736,0.7736,1575.8232,0.7736,1880,92.30%
,7864,0,0.083220941,7737,0.7737,1576.0269,0.7737,1880,92.30%
,2609,0,0.083214404,7738,0.7738,1576.2306,0.7738,1880,92.30%
,5731,0,0.083187338,7739,0.7739,1576.4343,0.7739,1880,92.30%
,1403,0,0.083169492,7740,0.774,1576.638,0.774,1880,92.30%
,3069,0,0.08315261,7741,0.7741,1576.8417,0.7741,1880,92.30%
,5624,0,0.083148858,7742,0.7742,1577.0454,0.7742,1880,92.30%
,204,1,0.083111758,7743,0.7743,1577.2491,0.7743,1881,92.30%
,1946,1,0.083107625,7744,0.7744,1577.4528,0.7744,1882,92.40%
,4162,0,0.083095745,7745,0.7745,1577.6565,0.7745,1882,92.40%
,4427,0,0.083090945,7746,0.7746,1577.8602,0.7746,1882,92.40%
,3683,0,0.083067537,7747,0.7747,1578.0639,0.7747,1882,92.40%
,9108,0,0.083050075,7748,0.7748,1578.2676,0.7748,1882,92.40%
,202,0,0.083044013,7749,0.7749,1578.4713,0.7749,1882,92.40%
,6037,0,0.083026906,7750,0.775,1578.675,0.775,1882,92.40%
,2207,0,0.083000746,7751,0.7751,1578.8787,0.7751,1882,92.40%
,9742,0,0.082975406,7752,0.7752,1579.0824,0.7752,1882,92.40%
,1767,0,0.082958606,7753,0.7753,1579.2861,0.7753,1882,92.40%
,9591,0,0.082926005,7754,0.7754,1579.4898,0.7754,1882,92.40%
,7718,0,0.08291913,7755,0.7755,1579.6935,0.7755,1882,92.40%
,5200,0,0.082900967,7756,0.7756,1579.8972,0.7756,1882,92.40%
,2632,0,0.082888153,7757,0.7757,1580.1009,0.7757,1882,92.40%
,6785,0,0.082875339,7758,0.7758,1580.3046,0.7758,1882,92.40%
,8272,0,0.082811675,7759,0.7759,1580.5083,0.7759,1882,92.40%
,1438,0,0.082806822,7760,0.776,1580.712,0.776,1882,92.40%
,4159,0,0.082804597,7761,0.7761,1580.9157,0.7761,1882,92.40%
,7118,1,0.08275082,7762,0.7762,1581.1194,0.7762,1883,92.40%
,866,0,0.082695364,7763,0.7763,1581.3231,0.7763,1883,92.40%
,6112,0,0.082652964,7764,0.7764,1581.5268,0.7764,1883,92.40%
,5250,1,0.082641359,7765,0.7765,1581.7305,0.7765,1884,92.50%
,4854,0,0.082583311,7766,0.7766,1581.9342,0.7766,1884,92.50%
,7364,0,0.082570794,7767,0.7767,1582.1379,0.7767,1884,92.50%
,9808,0,0.082483805,7768,0.7768,1582.3416,0.7768,1884,92.50%
,4426,0,0.082457689,7769,0.7769,1582.5453,0.7769,1884,92.50%
,2352,1,0.082439118,7770,0.777,1582.749,0.777,1885,92.50%
,588,0,0.082437039,7771,0.7771,1582.9527,0.7771,1885,92.50%
,3149,1,0.082429197,7772,0.7772,1583.1564,0.7772,1886,92.60%
,75,0,0.082422961,7773,0.7773,1583.3601,0.7773,1886,92.60%
,6543,0,0.08237013,7774,0.7774,1583.5638,0.7774,1886,92.60%
,3959,0,0.08232737,7775,0.7775,1583.7675,0.7775,1886,92.60%
,7607,0,0.082304615,7776,0.7776,1583.9712,0.7776,1886,92.60%
,9897,0,0.08229458,7777,0.7777,1584.1749,0.7777,1886,92.60%
,8129,0,0.082284396,7778,0.7778,1584.3786,0.7778,1886,92.60%
,307,1,0.082273984,7779,0.7779,1584.5823,0.7779,1887,92.60%
,442,0,0.082248773,7780,0.778,1584.786,0.778,1887,92.60%
,1515,0,0.082231521,7781,0.7781,1584.9897,0.7781,1887,92.60%
,5555,0,0.082223286,7782,0.7782,1585.1934,0.7782,1887,92.60%
,5346,0,0.082201785,7783,0.7783,1585.3971,0.7783,1887,92.60%
,1900,0,0.082196567,7784,0.7784,1585.6008,0.7784,1887,92.60%
,2158,0,0.082161608,7785,0.7785,1585.8045,0.7785,1887,92.60%
,1586,0,0.082149765,7786,0.7786,1586.0082,0.7786,1887,92.60%
,9282,0,0.082144334,7787,0.7787,1586.2119,0.7787,1887,92.60%
,4258,0,0.082129925,7788,0.7788,1586.4156,0.7788,1887,92.60%
,2802,0,0.082125246,7789,0.7789,1586.6193,0.7789,1887,92.60%
,3874,0,0.082098245,7790,0.779,1586.823,0.779,1887,92.60%
,2120,0,0.082090419,7791,0.7791,1587.0267,0.7791,1887,92.60%
,6662,0,0.082080382,7792,0.7792,1587.2304,0.7792,1887,92.60%
,5066,0,0.082073705,7793,0.7793,1587.4341,0.7793,1887,92.60%
,4292,0,0.082063125,7794,0.7794,1587.6378,0.7794,1887,92.60%
,1851,0,0.081986775,7795,0.7795,1587.8415,0.7795,1887,92.60%
,8253,0,0.081953569,7796,0.7796,1588.0452,0.7796,1887,92.60%
,1868,0,0.081931683,7797,0.7797,1588.2489,0.7797,1887,92.60%
,4067,0,0.081890379,7798,0.7798,1588.4526,0.7798,1887,92.60%
,4916,0,0.081876078,7799,0.7799,1588.6563,0.7799,1887,92.60%
,9867,0,0.081862307,7800,0.78,1588.86,0.78,1887,92.60%
,1457,0,0.081855465,7801,0.7801,1589.0637,0.7801,1887,92.60%
,9723,0,0.08181037,7802,0.7802,1589.2674,0.7802,1887,92.60%
,4164,0,0.081743845,7803,0.7803,1589.4711,0.7803,1887,92.60%
,8180,0,0.081703972,7804,0.7804,1589.6748,0.7804,1887,92.60%
,403,0,0.081702299,7805,0.7805,1589.8785,0.7805,1887,92.60%
,3472,0,0.081688332,7806,0.7806,1590.0822,0.7806,1887,92.60%
,523,0,0.081657715,7807,0.7807,1590.2859,0.7807,1887,92.60%
,7406,0,0.081657309,7808,0.7808,1590.4896,0.7808,1887,92.60%
,8145,0,0.081642208,7809,0.7809,1590.6933,0.7809,1887,92.60%
,2783,0,0.081632266,7810,0.781,1590.897,0.781,1887,92.60%
,8153,0,0.081618789,7811,0.7811,1591.1007,0.7811,1887,92.60%
,1594,0,0.081605834,7812,0.7812,1591.3044,0.7812,1887,92.60%
,4648,0,0.081560812,7813,0.7813,1591.5081,0.7813,1887,92.60%
,5183,1,0.081552815,7814,0.7814,1591.7118,0.7814,1888,92.70%
,1045,0,0.081487556,7815,0.7815,1591.9155,0.7815,1888,92.70%
,7171,0,0.081483322,7816,0.7816,1592.1192,0.7816,1888,92.70%
,3214,0,0.08147696,7817,0.7817,1592.3229,0.7817,1888,92.70%
,3178,0,0.081449884,7818,0.7818,1592.5266,0.7818,1888,92.70%
,6188,0,0.081447407,7819,0.7819,1592.7303,0.7819,1888,92.70%
,2524,0,0.081439458,7820,0.782,1592.934,0.782,1888,92.70%
,296,0,0.081434995,7821,0.7821,1593.1377,0.7821,1888,92.70%
,8503,0,0.081420413,7822,0.7822,1593.3414,0.7822,1888,92.70%
,5970,0,0.081415425,7823,0.7823,1593.5451,0.7823,1888,92.70%
,4658,0,0.081390047,7824,0.7824,1593.7488,0.7824,1888,92.70%
,5046,0,0.081381062,7825,0.7825,1593.9525,0.7825,1888,92.70%
,9419,0,0.081352364,7826,0.7826,1594.1562,0.7826,1888,92.70%
,8905,1,0.081347424,7827,0.7827,1594.3599,0.7827,1889,92.70%
,5013,0,0.081301684,7828,0.7828,1594.5636,0.7828,1889,92.70%
,4621,0,0.081287133,7829,0.7829,1594.7673,0.7829,1889,92.70%
,995,0,0.081279919,7830,0.783,1594.971,0.783,1889,92.70%
,6949,1,0.081275768,7831,0.7831,1595.1747,0.7831,1890,92.80%
,6878,0,0.081207819,7832,0.7832,1595.3784,0.7832,1890,92.80%
,5507,0,0.081205271,7833,0.7833,1595.5821,0.7833,1890,92.80%
,4732,0,0.081203377,7834,0.7834,1595.7858,0.7834,1890,92.80%
,1298,0,0.081191904,7835,0.7835,1595.9895,0.7835,1890,92.80%
,8706,0,0.08117184,7836,0.7836,1596.1932,0.7836,1890,92.80%
,7914,0,0.081164863,7837,0.7837,1596.3969,0.7837,1890,92.80%
,1387,0,0.081155369,7838,0.7838,1596.6006,0.7838,1890,92.80%
,7124,0,0.081141489,7839,0.7839,1596.8043,0.7839,1890,92.80%
,7056,0,0.081133717,7840,0.784,1597.008,0.784,1890,92.80%
,3228,0,0.081121922,7841,0.7841,1597.2117,0.7841,1890,92.80%
,8237,0,0.081027194,7842,0.7842,1597.4154,0.7842,1890,92.80%
,3109,0,0.081016688,7843,0.7843,1597.6191,0.7843,1890,92.80%
,1945,0,0.080901545,7844,0.7844,1597.8228,0.7844,1890,92.80%
,1491,0,0.080887209,7845,0.7845,1598.0265,0.7845,1890,92.80%
,6913,1,0.08088436,7846,0.7846,1598.2302,0.7846,1891,92.80%
,2611,0,0.080836467,7847,0.7847,1598.4339,0.7847,1891,92.80%
,4076,0,0.080824454,7848,0.7848,1598.6376,0.7848,1891,92.80%
,9655,0,0.080722257,7849,0.7849,1598.8413,0.7849,1891,92.80%
,4239,0,0.080721216,7850,0.785,1599.045,0.785,1891,92.80%
,9254,0,0.080707736,7851,0.7851,1599.2487,0.7851,1891,92.80%
,8361,0,0.08069197,7852,0.7852,1599.4524,0.7852,1891,92.80%
,5627,0,0.080674165,7853,0.7853,1599.6561,0.7853,1891,92.80%
,4796,0,0.080673409,7854,0.7854,1599.8598,0.7854,1891,92.80%
,5528,0,0.080669913,7855,0.7855,1600.0635,0.7855,1891,92.80%
,6915,0,0.080666227,7856,0.7856,1600.2672,0.7856,1891,92.80%
,7909,0,0.080594545,7857,0.7857,1600.4709,0.7857,1891,92.80%
,1763,0,0.080471128,7858,0.7858,1600.6746,0.7858,1891,92.80%
,7626,0,0.080449587,7859,0.7859,1600.8783,0.7859,1891,92.80%
,8942,0,0.080444862,7860,0.786,1601.082,0.786,1891,92.80%
,5249,0,0.080434431,7861,0.7861,1601.2857,0.7861,1891,92.80%
,2183,0,0.080298889,7862,0.7862,1601.4894,0.7862,1891,92.80%
,8629,0,0.080271203,7863,0.7863,1601.6931,0.7863,1891,92.80%
,6024,1,0.08026892,7864,0.7864,1601.8968,0.7864,1892,92.90%
,9811,0,0.080260607,7865,0.7865,1602.1005,0.7865,1892,92.90%
,4971,0,0.080247601,7866,0.7866,1602.3042,0.7866,1892,92.90%
,2296,1,0.080238798,7867,0.7867,1602.5079,0.7867,1893,92.90%
,5752,0,0.080233106,7868,0.7868,1602.7116,0.7868,1893,92.90%
,8638,0,0.080223153,7869,0.7869,1602.9153,0.7869,1893,92.90%
,4527,0,0.080203442,7870,0.787,1603.119,0.787,1893,92.90%
,2717,0,0.080200257,7871,0.7871,1603.3227,0.7871,1893,92.90%
,4247,0,0.08019567,7872,0.7872,1603.5264,0.7872,1893,92.90%
,5038,0,0.080173185,7873,0.7873,1603.7301,0.7873,1893,92.90%
,1120,0,0.080115272,7874,0.7874,1603.9338,0.7874,1893,92.90%
,4834,0,0.080079516,7875,0.7875,1604.1375,0.7875,1893,92.90%
,7896,0,0.08007867,7876,0.7876,1604.3412,0.7876,1893,92.90%
,3325,0,0.080056945,7877,0.7877,1604.5449,0.7877,1893,92.90%
,8580,0,0.080048443,7878,0.7878,1604.7486,0.7878,1893,92.90%
,7454,1,0.080011917,7879,0.7879,1604.9523,0.7879,1894,93.00%
,2216,0,0.079992941,7880,0.788,1605.156,0.788,1894,93.00%
,1530,0,0.079985197,7881,0.7881,1605.3597,0.7881,1894,93.00%
,2151,0,0.079935912,7882,0.7882,1605.5634,0.7882,1894,93.00%
,7154,0,0.079869779,7883,0.7883,1605.7671,0.7883,1894,93.00%
,325,0,0.079855081,7884,0.7884,1605.9708,0.7884,1894,93.00%
,4122,0,0.079825128,7885,0.7885,1606.1745,0.7885,1894,93.00%
,3316,0,0.079814912,7886,0.7886,1606.3782,0.7886,1894,93.00%
,9354,0,0.079793407,7887,0.7887,1606.5819,0.7887,1894,93.00%
,5786,0,0.07977842,7888,0.7888,1606.7856,0.7888,1894,93.00%
,7321,0,0.079746647,7889,0.7889,1606.9893,0.7889,1894,93.00%
,2312,0,0.079731486,7890,0.789,1607.193,0.789,1894,93.00%
,9774,0,0.07971238,7891,0.7891,1607.3967,0.7891,1894,93.00%
,1384,0,0.079663482,7892,0.7892,1607.6004,0.7892,1894,93.00%
,2325,0,0.079655833,7893,0.7893,1607.8041,0.7893,1894,93.00%
,7469,0,0.07965016,7894,0.7894,1608.0078,0.7894,1894,93.00%
,8738,0,0.079540401,7895,0.7895,1608.2115,0.7895,1894,93.00%
,8078,0,0.079517131,7896,0.7896,1608.4152,0.7896,1894,93.00%
,7958,0,0.07950908,7897,0.7897,1608.6189,0.7897,1894,93.00%
,4338,0,0.079473106,7898,0.7898,1608.8226,0.7898,1894,93.00%
,1523,0,0.079415871,7899,0.7899,1609.0263,0.7899,1894,93.00%
,7121,0,0.079414241,7900,0.79,1609.23,0.79,1894,93.00%
,4315,0,0.07940095,7901,0.7901,1609.4337,0.7901,1894,93.00%
,1728,0,0.079379758,7902,0.7902,1609.6374,0.7902,1894,93.00%
,3861,0,0.079297511,7903,0.7903,1609.8411,0.7903,1894,93.00%
,4715,0,0.079284723,7904,0.7904,1610.0448,0.7904,1894,93.00%
,2562,0,0.079269593,7905,0.7905,1610.2485,0.7905,1894,93.00%
,4696,0,0.079261045,7906,0.7906,1610.4522,0.7906,1894,93.00%
,3626,0,0.079240125,7907,0.7907,1610.6559,0.7907,1894,93.00%
,3645,0,0.079221601,7908,0.7908,1610.8596,0.7908,1894,93.00%
,7863,0,0.079173512,7909,0.7909,1611.0633,0.7909,1894,93.00%
